Income,Age,Spent,Living_With,Children,Family_Size,Is_Parent,Education,Wines,Fruits,Meat,Fish,Sweets,Gold
48070.0,73.0,504.0,1,1,3,1,0,373,14,83,6,9,19
43140.0,66.0,235.0,1,1,3,1,0,134,8,76,6,0,11
54959.0,62.0,1232.0,0,1,2,1,1,1148,0,60,0,0,24
15056.0,65.0,88.0,0,2,3,1,2,6,12,3,21,6,40
26954.0,52.0,17.0,0,1,2,1,0,4,1,11,0,0,1
22327.0,38.0,24.0,0,1,2,1,0,5,4,8,2,0,5
44393.0,58.0,60.0,1,2,4,1,0,24,2,20,2,2,10
62000.0,71.0,1020.0,0,1,2,1,1,899,0,101,0,0,20
31497.0,61.0,155.0,1,1,3,1,1,108,1,28,13,1,4
45894.0,49.0,51.0,1,2,4,1,2,27,2,7,0,2,13
78579.0,53.0,1812.0,0,0,1,0,1,816,66,549,216,66,99
67369.0,54.0,1461.0,0,1,2,1,1,1298,0,70,37,14,42
58401.0,63.0,96.0,0,1,2,1,0,10,0,11,17,29,29
62307.0,71.0,160.0,0,1,2,1,0,87,13,34,10,6,10
43641.0,54.0,139.0,1,2,4,1,1,57,2,51,4,2,23
63841.0,55.0,908.0,0,1,2,1,1,635,15,100,20,7,131
46891.0,58.0,183.0,1,1,3,1,2,43,12,23,29,15,61
70091.0,54.0,1161.0,1,1,3,1,1,964,34,137,15,0,11
78075.0,51.0,988.0,1,0,2,0,1,572,8,259,34,35,80
59184.0,62.0,1072.0,0,1,2,1,2,341,142,113,259,151,66
54809.0,46.0,174.0,1,2,4,1,0,63,6,57,13,13,22
58113.0,64.0,758.0,1,1,3,1,0,221,104,169,102,78,84
51412.0,65.0,195.0,1,1,3,1,1,140,3,29,4,5,14
15287.0,44.0,31.0,0,1,2,1,0,1,2,8,4,3,13
66636.0,66.0,1084.0,1,0,2,0,1,291,10,689,84,10,0
50965.0,67.0,685.0,1,1,3,1,1,544,13,85,8,6,29
84618.0,58.0,1672.0,1,0,2,0,1,684,100,801,21,66,0
18351.0,33.0,43.0,1,0,2,0,0,1,12,9,0,14,7
40451.0,66.0,49.0,1,2,4,1,1,35,0,4,0,0,10
36317.0,58.0,133.0,1,1,3,1,0,87,3,25,3,2,13
42213.0,66.0,363.0,1,1,3,1,0,309,3,24,4,3,20
65748.0,68.0,545.0,1,1,3,1,0,172,73,93,95,78,34
77044.0,51.0,1065.0,1,1,3,1,0,625,38,242,50,34,76
74918.0,54.0,2047.0,1,0,2,0,0,972,59,913,25,19,59
56721.0,51.0,296.0,1,2,4,1,0,157,6,39,6,13,75
42160.0,48.0,140.0,0,2,3,1,0,48,9,45,3,15,20
61559.0,58.0,530.0,0,1,2,1,0,279,83,88,32,14,34
33629.0,60.0,152.0,1,2,4,1,1,132,0,16,0,0,4
68682.0,32.0,1598.0,1,0,2,0,1,919,0,505,99,30,45
34377.0,60.0,114.0,0,1,2,1,0,62,0,22,3,1,26
8940.0,37.0,101.0,0,1,2,1,2,1,45,3,4,6,42
26228.0,50.0,25.0,1,1,3,1,0,2,6,4,3,1,9
77297.0,66.0,789.0,0,0,1,0,2,408,61,109,48,122,41
40211.0,42.0,87.0,1,2,4,1,0,51,1,7,2,1,25
33438.0,65.0,90.0,0,2,3,1,1,62,1,16,3,2,6
75032.0,64.0,1215.0,1,1,3,1,1,952,12,180,47,12,12
61284.0,68.0,811.0,0,0,1,0,1,618,15,106,20,7,45
22518.0,37.0,61.0,1,1,3,1,0,11,7,12,2,2,27
54730.0,48.0,405.0,1,1,3,1,1,318,3,17,4,7,56
38452.0,68.0,72.0,1,2,4,1,1,56,0,14,0,0,2
44421.0,52.0,189.0,0,2,3,1,0,110,5,59,7,1,7
38197.0,37.0,40.0,1,1,3,1,1,23,0,11,2,1,3
41986.0,45.0,63.0,0,1,2,1,0,27,5,8,8,3,12
28427.0,40.0,52.0,1,1,3,1,0,18,3,19,3,3,6
37395.0,47.0,39.0,1,1,3,1,1,18,0,9,0,1,11
64722.0,52.0,805.0,1,1,3,1,0,303,0,280,60,147,15
55249.0,67.0,130.0,1,1,3,1,1,97,1,19,2,0,11
84906.0,51.0,1631.0,1,0,2,0,0,997,15,414,99,30,76
28691.0,34.0,34.0,1,1,3,1,0,5,4,13,8,0,4
44213.0,71.0,152.0,0,2,3,1,0,95,11,35,0,4,7
25707.0,39.0,21.0,0,1,2,1,2,1,6,2,3,6,3
59062.0,56.0,71.0,1,3,5,1,1,46,1,12,3,0,9
76624.0,61.0,899.0,0,1,2,1,0,411,106,147,54,115,66
66000.0,76.0,711.0,1,0,2,0,1,244,51,270,101,0,45
27683.0,45.0,351.0,1,1,3,1,1,152,9,121,12,12,45
1730.0,52.0,8.0,0,0,1,0,0,1,1,3,1,1,1
7500.0,31.0,119.0,0,1,2,1,2,10,17,18,8,26,40
40521.0,55.0,21.0,1,2,4,1,0,12,0,5,0,0,4
20427.0,50.0,10.0,1,1,3,1,1,5,0,4,0,0,1
65106.0,48.0,973.0,1,1,3,1,0,790,19,133,12,0,19
69969.0,58.0,1536.0,1,0,2,0,1,882,29,514,38,29,44
67433.0,71.0,992.0,1,2,4,1,0,615,28,259,12,48,30
77766.0,56.0,1529.0,1,1,3,1,1,1004,59,265,115,59,27
74716.0,51.0,860.0,1,1,3,1,0,133,27,421,13,195,71
68118.0,60.0,928.0,0,1,2,1,0,595,23,123,10,23,154
55158.0,53.0,418.0,1,2,4,1,1,293,0,87,4,11,23
62972.0,68.0,587.0,1,1,3,1,2,313,15,47,20,0,192
74190.0,48.0,641.0,1,1,3,1,0,151,81,86,168,91,64
39356.0,47.0,23.0,1,2,4,1,0,15,0,2,0,0,6
76653.0,54.0,2279.0,1,0,2,0,0,736,63,946,219,189,126
35860.0,50.0,49.0,0,2,3,1,1,15,0,8,4,2,20
90687.0,40.0,1779.0,0,0,1,0,1,982,17,672,23,34,51
73450.0,41.0,1804.0,1,0,2,0,1,1142,51,415,90,69,37
31454.0,63.0,48.0,1,2,4,1,0,28,0,11,0,0,9
47139.0,71.0,83.0,0,2,3,1,0,46,0,12,0,2,23
83829.0,48.0,1862.0,0,0,1,0,0,897,161,430,186,161,27
53378.0,60.0,793.0,1,2,4,1,1,489,6,152,8,6,132
19656.0,53.0,84.0,1,1,3,1,0,25,4,9,6,8,32
45579.0,75.0,183.0,1,1,3,1,1,145,1,33,2,1,1
85485.0,65.0,1383.0,0,0,1,0,2,630,26,611,44,18,54
55956.0,79.0,999.0,1,0,2,0,0,760,38,104,50,9,38
64191.0,60.0,825.0,0,1,2,1,1,420,15,186,151,38,15
38808.0,51.0,246.0,0,1,2,1,0,125,17,52,3,19,30
57183.0,57.0,610.0,1,2,4,1,1,464,5,64,7,0,70
23748.0,55.0,76.0,0,1,2,1,1,6,6,29,12,15,8
66303.0,52.0,1286.0,1,1,3,1,0,1090,12,96,16,12,60
37368.0,48.0,30.0,1,1,3,1,1,3,2,11,2,2,10
40800.0,59.0,99.0,1,3,5,1,0,24,0,27,8,30,10
71847.0,45.0,1192.0,0,0,1,0,0,737,21,106,55,63,210
46149.0,48.0,362.0,1,1,3,1,0,254,6,71,4,0,27
78687.0,40.0,2130.0,1,0,2,0,0,817,185,687,145,55,241
49118.0,52.0,1229.0,0,0,1,0,2,620,54,239,99,98,119
37633.0,66.0,38.0,1,2,4,1,1,13,4,20,0,0,1
39767.0,72.0,485.0,1,0,2,0,1,113,61,204,34,26,47
26997.0,72.0,434.0,1,0,2,0,2,7,23,78,133,49,144
33986.0,53.0,44.0,0,1,2,1,0,16,2,18,2,1,5
57091.0,51.0,496.0,1,1,3,1,1,462,0,24,6,0,4
46831.0,54.0,78.0,1,2,4,1,2,22,2,10,6,4,34
83151.0,51.0,2346.0,1,0,2,0,1,968,147,842,137,42,210
52531.0,52.0,794.0,1,0,2,0,0,283,112,151,51,72,125
15759.0,67.0,17.0,1,0,2,0,0,1,2,5,6,0,3
22804.0,52.0,26.0,0,1,2,1,0,14,1,7,2,1,1
43050.0,50.0,76.0,1,1,3,1,2,30,5,24,6,3,8
42997.0,46.0,15.0,0,2,3,1,1,4,0,5,0,1,5
48918.0,60.0,62.0,0,2,3,1,1,52,0,9,0,0,1
60033.0,69.0,198.0,1,1,3,1,1,62,1,57,19,11,48
34043.0,45.0,49.0,1,1,3,1,1,20,2,14,3,0,10
57811.0,57.0,802.0,1,1,3,1,0,545,7,114,37,21,78
78569.0,77.0,1736.0,1,0,2,0,0,558,79,622,207,175,95
7500.0,45.0,57.0,0,2,3,1,0,6,5,4,13,4,25
51741.5,52.0,59.0,1,1,3,1,1,39,1,9,2,0,8
94384.0,70.0,2302.0,1,0,2,0,0,1111,24,790,160,45,172
23148.0,38.0,37.0,1,0,2,0,2,4,6,8,6,3,10
44267.0,53.0,310.0,0,2,3,1,0,183,5,65,3,5,49
71626.0,44.0,1305.0,1,0,2,0,0,546,72,376,94,145,72
60894.0,57.0,832.0,1,1,3,1,0,606,7,155,10,0,54
50200.0,47.0,401.0,1,2,4,1,0,266,6,51,8,6,64
81051.0,58.0,1501.0,1,0,2,0,1,1142,29,249,38,29,14
65169.0,41.0,1189.0,1,0,2,0,0,1074,0,69,0,0,46
59868.0,51.0,1194.0,1,1,3,1,0,771,51,154,54,10,154
65695.0,63.0,656.0,1,1,3,1,1,371,32,189,0,58,6
64857.0,67.0,1540.0,0,0,1,0,1,556,14,717,210,0,43
45143.0,58.0,311.0,1,1,3,1,1,202,5,74,11,5,14
74805.0,68.0,820.0,1,1,3,1,2,209,162,209,41,162,37
59060.0,34.0,274.0,1,1,3,1,2,35,40,111,36,40,12
27238.0,61.0,57.0,0,2,3,1,1,37,0,17,0,0,3
47009.0,58.0,448.0,1,1,3,1,0,171,45,73,59,10,90
46094.0,50.0,44.0,1,2,4,1,2,12,2,20,3,2,5
40321.0,51.0,102.0,1,2,4,1,0,44,4,21,6,0,27
37235.0,39.0,61.0,1,1,3,1,0,20,2,9,4,6,20
81843.0,63.0,1643.0,1,0,2,0,1,779,86,537,34,69,138
46692.0,65.0,397.0,1,1,3,1,1,170,6,97,24,12,88
77382.0,55.0,1121.0,1,1,3,1,0,491,48,231,112,105,134
37774.0,46.0,473.0,0,2,3,1,0,173,8,107,7,2,176
18393.0,49.0,50.0,1,1,3,1,2,7,10,13,16,0,4
72828.0,61.0,1678.0,1,1,3,1,1,1205,0,235,19,14,205
24711.0,41.0,58.0,1,0,2,0,0,10,7,25,6,3,7
45503.0,48.0,170.0,1,1,3,1,1,97,4,44,6,1,18
6560.0,41.0,373.0,0,0,1,0,1,67,11,26,4,3,262
71604.0,78.0,1196.0,1,0,2,0,1,345,53,528,98,75,97
27244.0,44.0,101.0,1,1,3,1,0,6,5,17,3,24,46
48752.0,54.0,316.0,1,2,4,1,0,73,57,100,71,15,0
71434.0,61.0,1400.0,1,1,3,1,0,711,36,217,172,96,168
90842.0,75.0,1424.0,0,0,1,0,0,774,70,118,182,187,93
88097.0,45.0,844.0,1,1,3,1,1,163,0,480,0,126,75
51948.0,48.0,311.0,1,1,3,1,0,82,33,54,71,30,41
71853.0,41.0,1149.0,1,0,2,0,0,358,108,413,141,97,32
35876.0,40.0,129.0,1,0,2,0,1,66,2,40,4,3,14
40049.0,71.0,32.0,0,1,2,1,0,13,6,7,0,3,3
39660.0,41.0,299.0,0,1,2,1,0,139,13,78,20,13,36
50127.0,61.0,320.0,1,1,3,1,0,274,0,21,4,6,15
43263.0,46.0,441.0,1,1,3,1,1,262,6,61,0,10,102
62845.0,74.0,1178.0,1,2,4,1,1,1099,0,45,0,0,34
18929.0,33.0,85.0,1,0,2,0,0,32,0,8,23,4,18
24367.0,41.0,24.0,0,1,2,1,2,2,4,2,0,11,5
33249.0,48.0,112.0,0,1,2,1,0,6,10,21,19,14,42
26887.0,64.0,30.0,1,1,3,1,2,6,7,4,3,4,6
50150.0,40.0,410.0,1,0,2,0,1,135,46,92,65,61,11
62061.0,47.0,800.0,1,1,3,1,0,641,7,84,0,30,38
85696.0,61.0,1313.0,0,0,1,0,1,714,76,395,116,0,12
76542.0,67.0,1483.0,1,0,2,0,1,794,73,573,0,29,14
70515.0,30.0,1258.0,0,0,1,0,0,420,0,452,182,64,140
18227.0,36.0,28.0,1,1,3,1,0,1,2,7,4,3,11
69139.0,58.0,227.0,1,1,3,1,0,86,12,75,33,15,6
69109.0,41.0,1555.0,1,0,2,0,0,823,25,459,124,29,95
69627.0,61.0,861.0,0,1,2,1,0,231,161,215,171,30,53
38136.0,45.0,103.0,1,1,3,1,0,8,15,27,0,20,33
62159.0,77.0,634.0,0,0,1,0,1,182,17,259,77,70,29
80695.0,60.0,1918.0,0,0,1,0,0,557,129,984,193,37,18
33316.0,52.0,131.0,0,2,3,1,1,79,1,31,4,4,12
58554.0,55.0,586.0,1,2,4,1,0,368,24,68,38,0,88
17256.0,31.0,62.0,1,1,3,1,2,6,4,14,8,8,22
53034.0,49.0,447.0,0,2,3,1,0,160,15,196,15,11,50
52203.0,73.0,939.0,1,0,2,0,2,488,21,238,56,108,28
59601.0,46.0,797.0,0,1,2,1,2,691,7,69,0,7,23
75154.0,65.0,1143.0,0,1,2,1,1,543,10,205,160,143,82
47025.0,47.0,415.0,0,1,2,1,0,254,7,108,20,0,26
37971.0,50.0,30.0,1,1,3,1,0,5,4,10,2,2,7
41335.0,55.0,187.0,0,1,2,1,1,112,19,21,16,14,5
67267.0,65.0,251.0,1,1,3,1,0,134,11,59,15,2,30
57338.0,48.0,237.0,0,1,2,1,0,143,6,52,11,8,17
50523.0,63.0,91.0,1,2,4,1,2,51,4,24,4,7,1
35791.0,58.0,35.0,0,3,4,1,1,27,0,5,0,0,3
50611.0,63.0,493.0,0,1,2,1,1,459,0,24,6,0,4
56242.0,54.0,971.0,1,1,3,1,1,689,8,167,11,8,88
48904.0,63.0,371.0,0,1,2,1,0,283,10,38,0,13,27
56243.0,48.0,396.0,0,3,4,1,0,347,0,35,4,3,7
21355.0,38.0,68.0,1,1,3,1,0,5,13,14,0,5,31
57420.0,52.0,322.0,1,1,3,1,1,280,0,18,0,0,24
52247.25135379061,53.0,317.0,1,1,3,1,1,187,5,65,26,20,14
46390.0,68.0,222.0,0,1,2,1,1,95,14,64,2,9,38
54342.0,67.0,177.0,1,2,4,1,2,84,10,34,11,10,28
52247.25135379061,65.0,45.0,1,2,4,1,0,19,4,12,2,2,6
52247.25135379061,59.0,21.0,0,2,3,1,2,5,1,9,2,0,4
20895.0,50.0,45.0,1,1,3,1,0,18,3,17,3,0,4
92344.0,75.0,1899.0,1,0,2,0,0,992,24,694,51,19,119
52247.25135379061,51.0,42.0,1,1,3,1,1,25,1,13,0,0,3
26907.0,47.0,22.0,1,2,4,1,2,9,1,7,0,3,2
44964.0,43.0,41.0,1,2,4,1,0,19,1,17,2,0,2
75507.0,44.0,1440.0,1,0,2,0,0,709,93,374,104,80,80
53761.0,51.0,325.0,1,2,4,1,1,158,0,76,13,7,71
22682.0,50.0,95.0,1,1,3,1,0,10,14,29,4,2,36
38887.0,51.0,42.0,1,1,3,1,1,25,1,13,0,0,3
41658.0,48.0,72.0,0,2,3,1,2,8,4,12,15,4,29
29791.0,51.0,20.0,1,1,3,1,1,14,0,6,0,0,0
63915.0,67.0,789.0,1,2,4,1,1,622,7,115,30,0,15
39996.0,49.0,15.0,0,2,3,1,0,11,0,3,0,0,1
26759.0,51.0,59.0,0,1,2,1,0,25,3,16,8,5,2
63841.0,55.0,908.0,0,1,2,1,1,635,15,100,20,7,131
51039.0,54.0,417.0,1,2,4,1,1,100,64,79,65,0,109
60544.0,62.0,289.0,1,2,4,1,0,201,2,43,3,5,35
65685.0,51.0,769.0,1,1,3,1,0,642,14,49,0,7,57
37716.0,70.0,188.0,1,1,3,1,0,97,1,41,6,2,41
36864.0,66.0,354.0,0,1,2,1,0,204,5,39,17,0,89
44511.0,53.0,727.0,1,1,3,1,1,513,7,133,46,14,14
36947.0,56.0,146.0,1,2,4,1,1,88,3,21,4,1,29
47352.0,72.0,319.0,1,1,3,1,1,172,12,112,8,0,15
67087.0,70.0,794.0,1,1,3,1,1,329,35,222,130,35,43
57045.0,73.0,454.0,1,1,3,1,0,296,13,104,11,13,17
36957.0,70.0,152.0,0,2,3,1,1,100,2,16,2,1,31
69389.0,46.0,797.0,1,1,3,1,1,422,7,238,69,46,15
80134.0,51.0,1690.0,1,1,3,1,0,1218,16,272,104,0,80
43142.0,54.0,20.0,1,2,4,1,1,5,1,7,2,1,4
80589.0,79.0,1428.0,1,0,2,0,0,507,93,520,242,40,26
34412.0,33.0,209.0,0,1,2,1,0,52,12,50,4,36,55
57537.0,44.0,545.0,0,1,2,1,0,191,56,139,51,8,100
22634.0,57.0,96.0,1,0,2,0,2,2,23,11,8,6,46
51315.0,75.0,222.0,1,0,2,0,0,68,28,39,16,30,41
36026.0,51.0,61.0,1,3,5,1,0,20,4,10,6,4,17
24639.0,50.0,44.0,1,2,4,1,0,20,3,16,0,4,1
34578.0,51.0,8.0,1,3,5,1,1,7,0,1,0,0,0
65704.0,51.0,817.0,0,0,1,0,2,279,172,74,38,8,246
63810.0,57.0,1371.0,0,1,2,1,0,977,12,253,16,12,101
54132.0,54.0,42.0,1,1,3,1,1,30,1,8,0,0,3
18690.0,64.0,60.0,1,0,2,0,0,6,1,7,23,4,19
28164.0,53.0,78.0,1,1,3,1,0,3,18,26,11,8,12
34596.0,49.0,23.0,1,1,3,1,1,14,0,2,0,0,7
43269.0,51.0,19.0,1,1,3,1,1,10,1,7,0,0,1
38741.0,65.0,61.0,0,2,3,1,2,7,10,17,8,6,13
31907.0,51.0,449.0,0,0,1,0,0,33,87,64,175,16,74
27100.0,40.0,37.0,1,1,3,1,1,12,0,13,2,0,10
31163.0,50.0,38.0,0,1,2,1,2,2,3,10,11,2,10
92533.0,38.0,1131.0,1,0,2,0,0,693,21,118,110,147,42
34853.0,50.0,34.0,0,2,3,1,0,9,3,15,2,3,2
70844.0,56.0,294.0,0,2,3,1,0,129,26,67,3,67,2
31086.0,44.0,48.0,1,2,4,1,2,16,2,11,3,0,16
60544.0,62.0,289.0,1,2,4,1,0,201,2,43,3,5,35
20491.0,37.0,30.0,1,0,2,0,2,5,4,5,4,2,10
42523.0,59.0,125.0,1,0,2,0,0,14,36,11,3,26,35
39922.0,40.0,156.0,1,1,3,1,0,29,12,59,19,1,36
33402.0,71.0,70.0,1,2,4,1,0,26,2,19,10,5,8
36408.0,74.0,22.0,1,2,4,1,1,9,1,4,3,2,3
21645.0,44.0,65.0,1,1,3,1,0,14,0,23,4,5,19
78427.0,75.0,1930.0,0,0,1,0,1,972,19,595,180,26,138
82657.0,77.0,2283.0,1,0,2,0,0,966,168,672,246,105,126
51876.0,65.0,310.0,1,0,2,0,0,99,27,102,28,48,6
78041.0,52.0,1319.0,1,0,2,0,2,482,35,553,72,160,17
52852.0,66.0,879.0,1,1,3,1,0,714,8,99,11,0,47
70038.0,41.0,1244.0,1,0,2,0,1,587,54,348,71,54,130
69401.0,50.0,690.0,1,1,3,1,2,399,27,159,58,8,39
46053.0,51.0,209.0,1,1,3,1,0,56,10,92,19,7,25
77343.0,58.0,1134.0,1,0,2,0,0,227,151,573,98,54,31
73892.0,70.0,1507.0,0,0,1,0,0,703,102,601,0,58,43
40304.0,56.0,57.0,0,1,2,1,1,37,0,17,0,0,3
32727.0,58.0,529.0,1,0,2,0,1,167,13,180,86,13,70
68695.0,54.0,1091.0,1,0,2,0,0,458,81,356,106,50,40
43300.0,52.0,180.0,0,1,2,1,0,91,3,52,2,1,31
26290.0,51.0,77.0,1,2,4,1,0,15,8,16,11,5,22
93790.0,53.0,2349.0,0,0,1,0,0,1302,68,731,89,114,45
38410.0,49.0,534.0,1,0,2,0,1,153,64,123,116,64,14
64866.0,73.0,556.0,0,1,2,1,1,508,5,21,7,5,10
57957.0,64.0,637.0,1,1,3,1,0,290,59,177,77,5,29
46015.0,68.0,46.0,1,2,4,1,1,38,0,2,0,0,6
16531.0,45.0,44.0,1,1,3,1,0,2,13,6,7,5,11
28072.0,37.0,47.0,1,1,3,1,1,30,0,10,2,0,5
49476.0,60.0,795.0,0,1,2,1,1,386,23,95,54,41,196
50725.0,70.0,586.0,1,1,3,1,0,443,10,75,0,10,48
83844.0,71.0,1574.0,1,0,2,0,0,901,31,345,75,31,191
41145.0,73.0,13.0,1,2,4,1,1,9,0,3,0,0,1
67419.0,53.0,1471.0,1,1,3,1,0,846,84,352,91,56,42
23162.0,53.0,65.0,1,2,4,1,2,8,3,9,19,4,22
34380.0,46.0,175.0,1,1,3,1,0,72,7,58,13,1,24
34704.0,57.0,40.0,0,1,2,1,0,29,0,5,0,1,5
94871.0,54.0,1078.0,1,2,4,1,1,169,24,553,188,0,144
65148.0,65.0,1115.0,1,1,3,1,0,460,35,422,33,12,153
39898.0,69.0,134.0,1,1,3,1,0,69,8,26,12,7,12
64857.0,67.0,1540.0,0,0,1,0,1,556,14,717,210,0,43
59892.0,53.0,87.0,1,1,3,1,1,73,0,13,0,1,0
41020.0,36.0,217.0,0,0,1,0,1,112,1,54,7,7,36
57072.0,62.0,1034.0,1,1,3,1,1,944,0,60,0,0,30
60474.0,44.0,1180.0,0,1,2,1,0,265,199,303,234,9,170
62807.0,63.0,819.0,1,1,3,1,0,526,28,135,10,21,99
19414.0,42.0,32.0,1,1,3,1,2,2,3,12,3,5,7
19107.0,43.0,46.0,1,1,3,1,0,2,4,9,10,5,16
75484.0,47.0,1159.0,1,1,3,1,2,378,97,259,197,194,34
70379.0,47.0,860.0,0,1,2,1,1,553,25,142,65,67,8
79419.0,53.0,1631.0,1,0,2,0,1,751,127,687,20,15,31
64014.0,77.0,444.0,1,3,5,1,1,406,0,30,0,0,8
76998.0,68.0,1910.0,1,1,3,1,0,1449,89,161,69,35,107
49854.0,51.0,380.0,1,1,3,1,1,123,17,171,39,0,30
60585.0,52.0,736.0,1,2,4,1,1,267,42,309,55,42,21
42873.0,73.0,269.0,0,2,3,1,1,209,0,40,3,2,15
87679.0,35.0,396.0,1,0,2,0,0,1259,172,815,97,148,33
57867.0,45.0,612.0,1,1,3,1,0,344,35,178,15,23,17
35765.0,33.0,75.0,1,1,3,1,0,22,3,30,0,5,15
65492.0,64.0,1045.0,1,0,2,0,0,247,161,295,210,85,47
32952.0,46.0,55.0,0,1,2,1,0,38,0,12,3,1,1
53374.0,54.0,1064.0,1,1,3,1,1,896,10,101,13,10,34
71706.0,64.0,1443.0,1,1,3,1,0,931,56,253,91,98,14
68487.0,35.0,1366.0,1,0,2,0,0,758,12,385,33,89,89
53253.0,48.0,436.0,1,2,4,1,1,216,9,57,20,9,125
31163.0,50.0,38.0,0,1,2,1,2,2,3,10,11,2,10
42014.0,46.0,436.0,1,1,3,1,0,244,15,108,4,15,50
54108.0,50.0,747.0,1,2,4,1,1,539,6,91,8,6,97
49667.0,68.0,1396.0,0,0,1,0,1,1181,26,120,17,13,39
63206.0,49.0,928.0,1,0,2,0,1,750,8,125,11,8,26
57136.0,51.0,642.0,1,2,4,1,1,306,5,109,21,109,92
46772.0,48.0,1048.0,1,1,3,1,2,350,104,189,197,151,57
78931.0,52.0,943.0,1,0,2,0,1,331,197,170,58,152,35
53977.0,65.0,907.0,1,1,3,1,0,620,16,165,0,24,82
84219.0,35.0,1198.0,1,0,2,0,0,434,137,400,45,137,45
46098.0,48.0,120.0,0,2,3,1,1,57,0,27,0,0,36
73538.0,58.0,1658.0,1,1,3,1,0,811,76,428,99,137,107
79529.0,37.0,1638.0,1,0,2,0,0,423,42,706,73,197,197
20981.0,46.0,73.0,1,0,2,0,2,2,12,10,6,13,30
51766.0,43.0,275.0,0,1,2,1,0,60,51,87,6,20,51
55759.0,61.0,854.0,1,1,3,1,0,675,0,85,10,7,77
33039.0,45.0,78.0,1,1,3,1,0,30,8,12,8,8,12
37787.0,51.0,106.0,1,1,3,1,1,40,1,40,4,3,18
27242.0,53.0,106.0,0,1,2,1,0,3,17,26,20,1,39
87188.0,40.0,1923.0,0,0,1,0,1,910,111,724,49,74,55
69930.0,52.0,1662.0,1,0,2,0,0,252,98,827,219,70,196
37697.0,47.0,84.0,0,1,2,1,0,34,6,21,11,4,8
37401.0,50.0,48.0,1,1,3,1,1,19,3,19,3,1,3
3502.0,50.0,5.0,0,1,2,1,0,2,1,1,0,0,1
58597.0,47.0,733.0,1,2,4,1,0,490,0,184,10,28,21
82032.0,75.0,1234.0,0,0,1,0,1,332,194,377,149,125,57
28087.0,65.0,112.0,1,2,4,1,0,53,8,17,13,0,21
74004.0,36.0,1658.0,0,0,1,0,1,784,48,560,42,176,48
19740.0,63.0,55.0,1,1,3,1,0,7,11,3,10,4,20
57036.0,48.0,1513.0,1,1,3,1,2,1171,43,219,19,14,47
53083.0,65.0,271.0,1,2,4,1,2,215,7,33,3,0,13
69283.0,48.0,904.0,1,1,3,1,1,674,62,134,0,26,8
46098.0,48.0,120.0,0,2,3,1,1,57,0,27,0,0,36
23331.0,35.0,103.0,1,1,3,1,2,5,36,7,0,10,45
23331.0,35.0,269.0,0,1,2,1,2,104,20,101,24,15,5
9255.0,34.0,22.0,0,1,2,1,0,9,0,7,2,0,4
67786.0,64.0,1156.0,0,0,1,0,1,431,82,441,80,20,102
71969.0,52.0,1086.0,1,1,3,1,1,1000,0,76,0,0,10
59235.0,56.0,1128.0,0,1,2,1,1,448,40,469,80,0,91
31928.0,34.0,72.0,1,1,3,1,0,33,4,24,4,2,5
74881.0,62.0,964.0,1,2,4,1,1,505,72,270,36,27,54
65819.0,45.0,1383.0,1,0,2,0,0,267,38,701,149,165,63
51411.0,70.0,18.0,0,3,4,1,1,14,0,3,0,0,1
51983.0,59.0,793.0,0,1,2,1,0,631,0,115,10,7,30
42386.0,37.0,100.0,1,1,3,1,1,65,4,16,0,4,11
30390.0,36.0,80.0,1,0,2,0,2,10,12,12,25,1,20
30983.0,60.0,167.0,0,0,1,0,0,51,4,50,12,1,49
66033.0,66.0,677.0,0,1,2,1,0,293,35,179,46,59,65
37284.0,48.0,23.0,1,2,4,1,2,11,1,2,2,1,6
57530.0,72.0,92.0,0,1,2,1,1,50,1,27,6,7,1
76800.0,58.0,641.0,1,0,2,0,2,173,26,255,35,71,81
63943.0,67.0,1106.0,1,1,3,1,0,423,184,368,13,97,21
76081.0,61.0,1033.0,1,0,2,0,0,292,30,415,63,33,200
67445.0,49.0,1174.0,1,1,3,1,0,757,80,217,29,80,11
37054.0,56.0,25.0,1,2,4,1,1,12,1,6,0,1,5
47175.0,61.0,240.0,1,2,4,1,1,167,2,44,6,2,19
31859.0,47.0,20.0,0,1,2,1,0,3,1,3,8,0,5
27215.0,62.0,102.0,0,3,4,1,0,30,5,22,8,9,28
70179.0,47.0,1034.0,0,1,2,1,1,532,88,168,69,44,133
39922.0,40.0,156.0,1,1,3,1,0,29,12,59,19,1,36
49681.0,47.0,458.0,1,2,4,1,1,411,0,26,0,0,21
24645.0,35.0,17.0,1,1,3,1,0,5,3,4,4,1,0
79865.0,69.0,792.0,0,1,2,1,0,71,99,278,185,121,38
44322.0,38.0,92.0,1,1,3,1,0,46,0,40,3,0,3
47958.0,71.0,407.0,0,1,2,1,0,268,11,88,15,3,22
63972.0,59.0,1269.0,0,1,2,1,1,928,63,254,0,12,12
75315.0,69.0,841.0,1,1,3,1,0,459,15,171,142,23,31
55517.0,73.0,633.0,1,2,4,1,1,483,0,108,0,6,36
75283.0,66.0,1019.0,1,3,5,1,1,733,9,180,12,19,66
82800.0,77.0,1315.0,0,0,1,0,1,1006,22,115,59,68,45
38998.0,69.0,54.0,1,2,4,1,0,34,1,14,0,0,5
90638.0,32.0,396.0,0,0,1,0,1,1156,120,915,94,144,96
27161.0,37.0,52.0,1,1,3,1,1,7,4,23,7,0,11
